city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Anacortes,Anacortes,48.4878,-122.6292,United States,US,USA,Washington,,17837.0,1840018366
Blythe,Blythe,33.6219,-114.6195,United States,US,USA,California,,17824.0,1840019299
Hope Mills,Hope Mills,34.971,-78.9597,United States,US,USA,North Carolina,,17823.0,1840016438
Bay City,Bay City,28.9838,-95.9601,United States,US,USA,Texas,,17816.0,1840019682
Tiffin,Tiffin,41.1165,-83.1805,United States,US,USA,Ohio,,17814.0,1840000821
Southbridge,Southbridge,42.0604,-72.0338,United States,US,USA,Massachusetts,,17806.0,1840132611
Villa Rica,Villa Rica,33.7294,-84.9177,United States,US,USA,Georgia,,17798.0,1840015679
Alice,Alice,27.7556,-98.0653,United States,US,USA,Texas,,17797.0,1840019714
Willimantic,Willimantic,41.7171,-72.2114,United States,US,USA,Connecticut,,17774.0,1840003284
Logansport,Logansport,40.7472,-86.352,United States,US,USA,Indiana,,17766.0,1840013861
Clemson,Clemson,34.6837,-82.8124,United States,US,USA,South Carolina,,17759.0,1840014626
Penn,Penn,39.7994,-76.9642,United States,US,USA,Pennsylvania,,17758.0,1840147116
North Valley Stream,North Valley Stream,40.684,-73.7077,United States,US,USA,New York,,17756.0,1840005244
North Canton,North Canton,40.8742,-81.3971,United States,US,USA,Ohio,,17746.0,1840008290
Godfrey,Godfrey,38.9577,-90.2156,United States,US,USA,Illinois,,17743.0,1840012796
Portsmouth,Portsmouth,41.5922,-71.2745,United States,US,USA,Rhode Island,,17740.0,1840066124
Troy,Troy,31.8021,-85.9664,United States,US,USA,Alabama,,17733.0,1840005558
West Columbia,West Columbia,33.9932,-81.0936,United States,US,USA,South Carolina,,17723.0,1840015605
Calverton,Calverton,39.0578,-76.9488,United States,US,USA,Maryland,,17721.0,1840031445
East Lampeter,East Lampeter,40.0375,-76.2162,United States,US,USA,Pennsylvania,,17712.0,1840148810
Rockland,Rockland,42.1295,-70.91,United States,US,USA,Massachusetts,,17709.0,1840053576
Holly Springs,Holly Springs,34.1681,-84.4847,United States,US,USA,Georgia,,17693.0,1840014704
Gainesville,Gainesville,33.639,-97.1487,United States,US,USA,Texas,,17688.0,1840020573
Glassmanor,Glassmanor,38.8181,-76.9833,United States,US,USA,Maryland,,17687.0,1840024545
Natchitoches,Natchitoches,31.7315,-93.0975,United States,US,USA,Louisiana,,17682.0,1840014925
Tillmans Corner,Tillmans Corner,30.5819,-88.2128,United States,US,USA,Alabama,,17678.0,1840013896
Webster,Webster,42.0521,-71.8485,United States,US,USA,Massachusetts,,17674.0,1840053610
Norcross,Norcross,33.9379,-84.2065,United States,US,USA,Georgia,,17669.0,1840014744
Lemont,Lemont,41.6695,-87.9838,United States,US,USA,Illinois,,17643.0,1840011258
Port Washington,Port Washington,40.8268,-73.6765,United States,US,USA,New York,,17613.0,1840005252
Calhoun,Calhoun,34.491,-84.9386,United States,US,USA,Georgia,,17611.0,1840013596
Buford,Buford,34.1192,-83.9903,United States,US,USA,Georgia,,17611.0,1840013678
Goodlettsville,Goodlettsville,36.333,-86.7026,United States,US,USA,Tennessee,,17598.0,1840013345
Hernando,Hernando,34.85,-89.9921,United States,US,USA,Mississippi,,17580.0,1840014642
Bryn Mawr-Skyway,Bryn Mawr-Skyway,47.4949,-122.241,United States,US,USA,Washington,,17577.0,1840037012
Lebanon,Lebanon,40.0324,-86.4551,United States,US,USA,Indiana,,17575.0,1840008387
Colchester,Colchester,44.5545,-73.2168,United States,US,USA,Vermont,,17570.0,1840070411
New Philadelphia,New Philadelphia,40.486,-81.4401,United States,US,USA,Ohio,,17563.0,1840001281
South Ogden,South Ogden,41.1722,-111.9576,United States,US,USA,Utah,,17563.0,1840021342
Morganton,Morganton,35.7408,-81.7002,United States,US,USA,North Carolina,,17541.0,1840014504
Fairview,Fairview,40.1735,-76.8655,United States,US,USA,Pennsylvania,,17540.0,1840150913
Lake St. Louis,Lake St. Louis,38.7846,-90.7886,United States,US,USA,Missouri,,17538.0,1840008572
Eastlake,Eastlake,41.6581,-81.4322,United States,US,USA,Ohio,,17538.0,1840000533
Graham,Graham,36.0589,-79.3894,United States,US,USA,North Carolina,,17537.0,1840013361
Camano,Camano,48.1865,-122.4708,United States,US,USA,Washington,,17535.0,1840037492
Takoma Park,Takoma Park,38.981,-77.0028,United States,US,USA,Maryland,,17522.0,1840005850
McKeesport,McKeesport,40.3418,-79.844,United States,US,USA,Pennsylvania,,17520.0,1840001243
Wahiawa,Wahiawa,21.5012,-158.0178,United States,US,USA,Hawaii,,17515.0,1840029550
Streetsboro,Streetsboro,41.2396,-81.3456,United States,US,USA,Ohio,,17514.0,1840000808
Spanish Springs,Spanish Springs,39.6568,-119.6694,United States,US,USA,Nevada,,17512.0,1840033826
Melissa,Melissa,33.2891,-96.5573,United States,US,USA,Texas,,17497.0,1840020658
Kirksville,Kirksville,40.1986,-92.5752,United States,US,USA,Missouri,,17493.0,1840008372
St. Matthews,St. Matthews,38.2497,-85.6384,United States,US,USA,Kentucky,,17491.0,1840015194
Jacksonville,Jacksonville,39.7292,-90.2317,United States,US,USA,Illinois,,17490.0,1840008438
Idylwood,Idylwood,38.8896,-77.2056,United States,US,USA,Virginia,,17469.0,1840006032
Gretna,Gretna,29.9101,-90.0515,United States,US,USA,Louisiana,,17468.0,1840013996
Cortland,Cortland,42.6004,-76.1784,United States,US,USA,New York,,17465.0,1840000419
South San Jose Hills,South San Jose Hills,34.0123,-117.9043,United States,US,USA,California,,17451.0,1840019208
Burke Centre,Burke Centre,38.7903,-77.2999,United States,US,USA,Virginia,,17447.0,1840041683
Selma,Selma,32.4166,-87.0336,United States,US,USA,Alabama,,17442.0,1840008329
Heber,Heber,40.507,-111.3986,United States,US,USA,Utah,,17438.0,1840074861
Auburndale,Auburndale,28.0963,-81.8012,United States,US,USA,Florida,,17438.0,1840014127
Kingstowne,Kingstowne,38.7625,-77.1444,United States,US,USA,Virginia,,17436.0,1840041770
Shelbyville,Shelbyville,38.2067,-85.2292,United States,US,USA,Kentucky,,17436.0,1840015205
Pinewood,Pinewood,25.8697,-80.2174,United States,US,USA,Florida,,17427.0,1840029066
Wilton,Wilton,43.1502,-73.7276,United States,US,USA,New York,,17417.0,1840058618
Powder Springs,Powder Springs,33.8659,-84.684,United States,US,USA,Georgia,,17414.0,1840014755
Wayne,Wayne,42.2774,-83.3877,United States,US,USA,Michigan,,17413.0,1840001846
South Hadley,South Hadley,42.2567,-72.5793,United States,US,USA,Massachusetts,,17410.0,1840053467
Richmond Hill,Richmond Hill,31.9012,-81.3125,United States,US,USA,Georgia,,17408.0,1840014913
Oak Grove,Oak Grove,45.4156,-122.6349,United States,US,USA,Oregon,,17408.0,1840018568
Holmdel,Holmdel,40.3768,-74.1725,United States,US,USA,New Jersey,,17401.0,1840081650
South Venice,South Venice,27.0444,-82.4155,United States,US,USA,Florida,,17399.0,1840014180
Aurora,Aurora,41.3118,-81.345,United States,US,USA,Ohio,,17386.0,1840000806
El Dorado,El Dorado,33.2184,-92.664,United States,US,USA,Arkansas,,17382.0,1840013773
Rancho Mirage,Rancho Mirage,33.7635,-116.4271,United States,US,USA,California,,17375.0,1840020558
Scott,Scott,40.3875,-80.0791,United States,US,USA,Pennsylvania,,17370.0,1840141807
Royse City,Royse City,32.9762,-96.3175,United States,US,USA,Texas,,17357.0,1840020718
West Lampeter,West Lampeter,39.9947,-76.256,United States,US,USA,Pennsylvania,,17357.0,1840152738
New Castle,New Castle,39.9191,-85.3697,United States,US,USA,Indiana,,17356.0,1840008396
Firestone,Firestone,40.1565,-104.9494,United States,US,USA,Colorado,,17353.0,1840021363
Coalinga,Coalinga,36.142,-120.3242,United States,US,USA,California,,17352.0,1840018945
Laguna Woods,Laguna Woods,33.6099,-117.7299,United States,US,USA,California,,17342.0,1840020590
Bethpage,Bethpage,40.7495,-73.4856,United States,US,USA,New York,,17334.0,1840005233
Jenison,Jenison,42.9063,-85.8269,United States,US,USA,Michigan,,17334.0,1840004344
Murraysville,Murraysville,34.2919,-77.8429,United States,US,USA,North Carolina,,17307.0,1840013631
Bon Air,Bon Air,37.5187,-77.5713,United States,US,USA,Virginia,,17302.0,1840006409
Cameron Park,Cameron Park,38.6738,-120.9872,United States,US,USA,California,,17283.0,1840028322
Clayton,Clayton,38.6444,-90.3303,United States,US,USA,Missouri,,17282.0,1840007439
Stafford,Stafford,29.6271,-95.5654,United States,US,USA,Texas,,17279.0,1840022216
Malta,Malta,42.9853,-73.7879,United States,US,USA,New York,,17277.0,1840058280
Amesbury,Amesbury,42.853,-70.9446,United States,US,USA,Massachusetts,,17277.0,1840132383
Nipomo,Nipomo,35.0319,-120.4985,United States,US,USA,California,,17266.0,1840019122
Cinnaminson,Cinnaminson,40.0008,-74.993,United States,US,USA,New Jersey,,17243.0,1840081627
Fort Thomas,Fort Thomas,39.0801,-84.4518,United States,US,USA,Kentucky,,17242.0,1840013163
Lake Butler,Lake Butler,28.4862,-81.546,United States,US,USA,Florida,,17242.0,1840143771
Kaukauna,Kaukauna,44.2773,-88.2641,United States,US,USA,Wisconsin,,17237.0,1840002403
Danville,Danville,37.6418,-84.7777,United States,US,USA,Kentucky,,17235.0,1840014354
Swansea,Swansea,41.7571,-71.212,United States,US,USA,Massachusetts,,17231.0,1840053663
Dallas,Dallas,44.9221,-123.313,United States,US,USA,Oregon,,17214.0,1840018590
Charleston,Charleston,39.4842,-88.1781,United States,US,USA,Illinois,,17212.0,1840007324
Adelphi,Adelphi,39.0017,-76.9649,United States,US,USA,Maryland,,17210.0,1840005944
Easton,Easton,38.776,-76.0701,United States,US,USA,Maryland,,17202.0,1840006089
Calera,Calera,33.1254,-86.7449,United States,US,USA,Alabama,,17188.0,1840013757
Glenn Heights,Glenn Heights,32.5506,-96.8548,United States,US,USA,Texas,,17175.0,1840020708
Cahokia Heights,Cahokia Heights,38.571,-90.1525,United States,US,USA,Illinois,,17173.0,1840001915
Viera West,Viera West,28.2467,-80.7387,United States,US,USA,Florida,,17169.0,1840039133
Upper Grand Lagoon,Upper Grand Lagoon,30.169,-85.7407,United States,US,USA,Florida,,17162.0,1840029090
Bellingham,Bellingham,42.0777,-71.4741,United States,US,USA,Massachusetts,,17160.0,1840053544
Upper Saucon,Upper Saucon,40.5364,-75.4084,United States,US,USA,Pennsylvania,,17158.0,1840146376
Hinsdale,Hinsdale,41.8007,-87.9273,United States,US,USA,Illinois,,17155.0,1840011403
McKinleyville,McKinleyville,40.9488,-124.0857,United States,US,USA,California,,17152.0,1840017485
Avenel,Avenel,40.5842,-74.2716,United States,US,USA,New Jersey,,17143.0,1840005410
Tifton,Tifton,31.4624,-83.5203,United States,US,USA,Georgia,,17140.0,1840015863
Hampton Bays,Hampton Bays,40.8695,-72.5225,United States,US,USA,New York,,17138.0,1840005076
Laurel,Laurel,31.6956,-89.1449,United States,US,USA,Mississippi,,17129.0,1840014945
Addison,Addison,32.959,-96.8355,United States,US,USA,Texas,,17128.0,1840022057
West Richland,West Richland,46.3115,-119.3999,United States,US,USA,Washington,,17126.0,1840021168
Wixom,Wixom,42.5243,-83.5346,United States,US,USA,Michigan,,17126.0,1840000407
West Hempfield,West Hempfield,40.0564,-76.4632,United States,US,USA,Pennsylvania,,17119.0,1840152740
Bellaire,Bellaire,29.704,-95.4621,United States,US,USA,Texas,,17116.0,1840019617
Barrington,Barrington,41.7443,-71.3145,United States,US,USA,Rhode Island,,17113.0,1840106239
Upper Gwynedd,Upper Gwynedd,40.2144,-75.2891,United States,US,USA,Pennsylvania,,17112.0,1840152390
Woodcrest,Woodcrest,33.8789,-117.3687,United States,US,USA,California,,17111.0,1840019296
Denville,Denville,40.889,-74.4893,United States,US,USA,New Jersey,,17110.0,1840081734
Ojus,Ojus,25.9563,-80.1606,United States,US,USA,Florida,,17101.0,1840028742
Cañon City,Canon City,38.443,-105.2203,United States,US,USA,Colorado,,17098.0,1840018855
Sunland Park,Sunland Park,31.8201,-106.5958,United States,US,USA,New Mexico,,17085.0,1840033664
Ferndale,Ferndale,39.1869,-76.6331,United States,US,USA,Maryland,,17076.0,1840005906
Pendleton,Pendleton,45.6757,-118.8201,United States,US,USA,Oregon,,17070.0,1840019917
New Port Richey,New Port Richey,28.2468,-82.717,United States,US,USA,Florida,,17057.0,1840015102
Norwalk,Norwalk,41.2443,-82.6088,United States,US,USA,Ohio,,17054.0,1840000817
Fairview Park,Fairview Park,41.4419,-81.853,United States,US,USA,Ohio,,17049.0,1840000601
Safety Harbor,Safety Harbor,28.008,-82.6964,United States,US,USA,Florida,,17040.0,1840015975
Aberdeen,Aberdeen,46.9757,-123.8094,United States,US,USA,Washington,,17040.0,1840018446
Oswego,Oswego,43.4516,-76.5005,United States,US,USA,New York,,17028.0,1840000348
Huntington,Huntington,40.881,-85.5063,United States,US,USA,Indiana,,17026.0,1840007169
Bristol,Bristol,36.6181,-82.1604,United States,US,USA,Virginia,,17024.0,1840003879
Groves,Groves,29.9457,-93.9164,United States,US,USA,Texas,,17021.0,1840020916
Abington,Abington,42.118,-70.959,United States,US,USA,Massachusetts,,17008.0,1840053564
Hollins,Hollins,37.3434,-79.9534,United States,US,USA,Virginia,,17005.0,1840006441
Flowing Wells,Flowing Wells,32.2937,-111.011,United States,US,USA,Arizona,,16989.0,1840027988
Massapequa Park,Massapequa Park,40.6817,-73.4496,United States,US,USA,New York,,16985.0,1840005307
Springfield,Springfield,40.6994,-74.3254,United States,US,USA,New Jersey,,16984.0,1840056368
Laconia,Laconia,43.5725,-71.4775,United States,US,USA,New Hampshire,,16982.0,1840002683
Beckley,Beckley,37.7877,-81.1841,United States,US,USA,West Virginia,,16977.0,1840006350
Rio Linda,Rio Linda,38.6875,-121.4417,United States,US,USA,California,,16951.0,1840018843
Weehawken,Weehawken,40.7677,-74.0168,United States,US,USA,New Jersey,,16946.0,1840081754
Washougal,Washougal,45.5825,-122.3451,United States,US,USA,Washington,,16945.0,1840021190
Truckee,Truckee,39.3455,-120.1848,United States,US,USA,California,,16942.0,1840022462
Ashwaubenon,Ashwaubenon,44.4796,-88.0889,United States,US,USA,Wisconsin,,16931.0,1840002342
Millbrook,Millbrook,32.5027,-86.3737,United States,US,USA,Alabama,,16923.0,1840014877
Manassas Park,Manassas Park,38.7709,-77.4429,United States,US,USA,Virginia,,16923.0,1840003838
Middletown,Middletown,41.5175,-71.2769,United States,US,USA,Rhode Island,,16920.0,1840066121
Manor,Manor,30.3562,-97.5227,United States,US,USA,Texas,,16917.0,1840020890
Geddes,Geddes,43.0762,-76.2252,United States,US,USA,New York,,16884.0,1840087460
New Milford,New Milford,40.9337,-74.0196,United States,US,USA,New Jersey,,16882.0,1840000908
Long Beach,Long Beach,30.3608,-89.1651,United States,US,USA,Mississippi,,16876.0,1840015914
Milledgeville,Milledgeville,33.0874,-83.2414,United States,US,USA,Georgia,,16873.0,1840014857
Live Oak,Live Oak,36.986,-121.9804,United States,US,USA,California,,16866.0,1840144061
Wyckoff,Wyckoff,40.9989,-74.1676,United States,US,USA,New Jersey,,16866.0,1840081803
Damascus,Damascus,39.2701,-77.1957,United States,US,USA,Maryland,,16864.0,1840005832
El Segundo,El Segundo,33.917,-118.4018,United States,US,USA,California,,16863.0,1840020481
Auburn,Auburn,42.1972,-71.8453,United States,US,USA,Massachusetts,,16840.0,1840053684
Upper Chichester,Upper Chichester,39.8414,-75.4421,United States,US,USA,Pennsylvania,,16833.0,1840142584
Aberdeen,Aberdeen,39.5151,-76.1733,United States,US,USA,Maryland,,16831.0,1840005666
Defiance,Defiance,41.2813,-84.3657,United States,US,USA,Ohio,,16830.0,1840007133
Hannibal,Hannibal,39.7098,-91.3939,United States,US,USA,Missouri,,16825.0,1840007306
Belle Glade,Belle Glade,26.6916,-80.6656,United States,US,USA,Florida,,16818.0,1840014206
Mount Dora,Mount Dora,28.8142,-81.6344,United States,US,USA,Florida,,16812.0,1840015082
Bedford,Bedford,41.225,-73.6673,United States,US,USA,New York,,16807.0,1840057226
Mount Vernon,Mount Vernon,40.3854,-82.4737,United States,US,USA,Ohio,,16802.0,1840001343
Marion,Marion,37.7345,-88.942,United States,US,USA,Illinois,,16796.0,1840008712
Moraga,Moraga,37.8439,-122.1225,United States,US,USA,California,,16790.0,1840022538
Vero Beach,Vero Beach,27.6463,-80.393,United States,US,USA,Florida,,16785.0,1840015985
Donna,Donna,26.1468,-98.0559,United States,US,USA,Texas,,16774.0,1840019734
Taylor,Taylor,30.5729,-97.4268,United States,US,USA,Texas,,16767.0,1840022165
Estelle,Estelle,29.8447,-90.1021,United States,US,USA,Louisiana,,16761.0,1840013111
Schofield Barracks,Schofield Barracks,21.4936,-158.0617,United States,US,USA,Hawaii,,16755.0,1840075052
Wildwood,Wildwood,28.7752,-82.0075,United States,US,USA,Florida,,16739.0,1840015956
Pampa,Pampa,35.5479,-100.9651,United States,US,USA,Texas,,16735.0,1840022939
Fullerton,Fullerton,40.6309,-75.4834,United States,US,USA,Pennsylvania,,16729.0,1840034977
Cloverly,Cloverly,39.1064,-76.9995,United States,US,USA,Maryland,,16726.0,1840031267
Lake Mary,Lake Mary,28.7592,-81.336,United States,US,USA,Florida,,16724.0,1840015090
Bridgeview,Bridgeview,41.7403,-87.8067,United States,US,USA,Illinois,,16721.0,1840010140
Waterville,Waterville,44.5441,-69.6624,United States,US,USA,Maine,,16704.0,1840000305
Centerville,Centerville,40.9284,-111.8848,United States,US,USA,Utah,,16692.0,1840018734
Aston,Aston,39.8719,-75.4349,United States,US,USA,Pennsylvania,,16690.0,1840150553
Bull Run,Bull Run,38.7802,-77.5204,United States,US,USA,Virginia,,16688.0,1840006093
Chestnuthill,Chestnuthill,40.9568,-75.4183,United States,US,USA,Pennsylvania,,16678.0,1840145216
Vincennes,Vincennes,38.6759,-87.5102,United States,US,USA,Indiana,,16676.0,1840010730
Eloy,Eloy,32.747,-111.5992,United States,US,USA,Arizona,,16671.0,1840020628
Muscle Shoals,Muscle Shoals,34.7432,-87.6343,United States,US,USA,Alabama,,16670.0,1840014657
Fillmore,Fillmore,34.3989,-118.9174,United States,US,USA,California,,16665.0,1840020471
Youngsville,Youngsville,30.0963,-91.9968,United States,US,USA,Louisiana,,16664.0,1840015931
Red Wing,Red Wing,44.5817,-92.6036,United States,US,USA,Minnesota,,16660.0,1840008959
Berea,Berea,34.8802,-82.465,United States,US,USA,South Carolina,,16642.0,1840013495
Chaparral,Chaparral,32.0442,-106.406,United States,US,USA,New Mexico,,16642.0,1840018050
Harborcreek,Harborcreek,42.1498,-79.9501,United States,US,USA,Pennsylvania,,16637.0,1840099632
Myrtle Grove,Myrtle Grove,30.4158,-87.3027,United States,US,USA,Florida,,16637.0,1840013917
Glen Allen,Glen Allen,37.666,-77.4838,United States,US,USA,Virginia,,16630.0,1840006390
Beaver Dam,Beaver Dam,43.4688,-88.8309,United States,US,USA,Wisconsin,,16629.0,1840002738
East Greenbush,East Greenbush,42.6122,-73.6969,United States,US,USA,New York,,16622.0,1840058060
Thompson,Thompson,41.6474,-74.6745,United States,US,USA,New York,,16614.0,1840058541
Fairburn,Fairburn,33.5496,-84.5914,United States,US,USA,Georgia,,16609.0,1840013662
Farmingville,Farmingville,40.839,-73.0404,United States,US,USA,New York,,16605.0,1840005009
Clearlake,Clearlake,38.9589,-122.633,United States,US,USA,California,,16604.0,1840028139
Hilltown,Hilltown,40.3415,-75.2534,United States,US,USA,Pennsylvania,,16594.0,1840147878
La Vista,La Vista,41.1816,-96.0664,United States,US,USA,Nebraska,,16594.0,1840008263
Warsaw,Warsaw,41.2448,-85.8465,United States,US,USA,Indiana,,16592.0,1840010277
Palmetto Estates,Palmetto Estates,25.6211,-80.3616,United States,US,USA,Florida,,16587.0,1840029063
Ham Lake,Ham Lake,45.2545,-93.2039,United States,US,USA,Minnesota,,16575.0,1840006720
Menomonie,Menomonie,44.8893,-91.9084,United States,US,USA,Wisconsin,,16548.0,1840037988
